id,item_name,image_url,url,description,group_ids,metadata:price,metadata:brand,metadata:gender
AA-10021,Urban Jacket,data/generated_images/urban-jacket.jpg,https://aura-alpine.com/products/urban-jacket,The Urban Jacket from Urban Peak — premium apparel built for everyday adventure.,mens,19.34,Urban Peak,Men
AA-10022,Summit Dress,data/generated_images/summit-dress.jpg,https://aura-alpine.com/products/summit-dress,The Summit Dress from Summit Style — premium apparel built for everyday adventure.,mens,217.27,Summit Style,Men
AA-10023,Summit Hoodie,data/generated_images/summit-hoodie.jpg,https://aura-alpine.com/products/summit-hoodie,The Summit Hoodie from Summit Style — premium apparel built for everyday adventure.,womens,215.95,Summit Style,Women
AA-10024,Aura Summit Joggers,data/generated_images/aura-summit-joggers.jpg,https://aura-alpine.com/products/aura-summit-joggers,The Aura Summit Joggers from Aura & Alpine — premium apparel built for everyday adventure.,accessories,116.89,Aura & Alpine,Unisex
AA-10025,Urban Hoodie,data/generated_images/urban-hoodie.jpg,https://aura-alpine.com/products/urban-hoodie,The Urban Hoodie from Urban Peak — premium apparel built for everyday adventure.,mens,78.28,Urban Peak,Men
AA-10026,Urban Cap,data/generated_images/urban-cap.jpg,https://aura-alpine.com/products/urban-cap,The Urban Cap from Urban Peak — premium apparel built for everyday adventure.,accessories,217.29,Urban Peak,Unisex
AA-10027,Summit Cardigan,data/generated_images/summit-cardigan.jpg,https://aura-alpine.com/products/summit-cardigan,The Summit Cardigan from Summit Style — premium apparel built for everyday adventure.,mens,25.52,Summit Style,Men
AA-10028,Alpine Sweater,data/generated_images/alpine-sweater.jpg,https://aura-alpine.com/products/alpine-sweater,The Alpine Sweater from Alpine Tech — premium apparel built for everyday adventure.,mens,185.6,Alpine Tech,Men
AA-10029,Alpine River Tank,data/generated_images/alpine-river-tank.jpg,https://aura-alpine.com/products/alpine-river-tank,The Alpine River Tank from Alpine Tech — premium apparel built for everyday adventure.,womens,163.44,Alpine Tech,Women
AA-10030,Alpine Pants,data/generated_images/alpine-pants.jpg,https://aura-alpine.com/products/alpine-pants,The Alpine Pants from Alpine Tech — premium apparel built for everyday adventure.,womens,162.4,Alpine Tech,Women
AA-10031,Urban Joggers,data/generated_images/urban-joggers.jpg,https://aura-alpine.com/products/urban-joggers,The Urban Joggers from Urban Peak — premium apparel built for everyday adventure.,mens,115.12,Urban Peak,Men
AA-10032,Summit River Dress,data/generated_images/summit-river-dress.jpg,https://aura-alpine.com/products/summit-river-dress,The Summit River Dress from Summit Style — premium apparel built for everyday adventure.,mens,86.97,Summit Style,Men
AA-10033,Aura Chino,data/generated_images/aura-chino.jpg,https://aura-alpine.com/products/aura-chino,The Aura Chino from Aura & Alpine — premium apparel built for everyday adventure.,mens,47.43,Aura & Alpine,Men
AA-10034,Urban Blouse,data/generated_images/urban-blouse.jpg,https://aura-alpine.com/products/urban-blouse,The Urban Blouse from Urban Peak — premium apparel built for everyday adventure.,accessories,198.91,Urban Peak,Unisex
AA-10035,Summit Vest,data/generated_images/summit-vest.jpg,https://aura-alpine.com/products/summit-vest,The Summit Vest from Summit Style — premium apparel built for everyday adventure.,accessories,60.9,Summit Style,Unisex
AA-10036,Aura Joggers,data/generated_images/aura-joggers.jpg,https://aura-alpine.com/products/aura-joggers,The Aura Joggers from Aura & Alpine — premium apparel built for everyday adventure.,womens,237.33,Aura & Alpine,Women
AA-10037,Summit River Pants,data/generated_images/summit-river-pants.jpg,https://aura-alpine.com/products/summit-river-pants,The Summit River Pants from Summit Style — premium apparel built for everyday adventure.,womens,205.18,Summit Style,Women
AA-10038,Summit Ember Beanie,data/generated_images/summit-ember-beanie.jpg,https://aura-alpine.com/products/summit-ember-beanie,The Summit Ember Beanie from Summit Style — premium apparel built for everyday adventure.,mens,153.6,Summit Style,Men
AA-10039,Urban Dress,data/generated_images/urban-dress.jpg,https://aura-alpine.com/products/urban-dress,The Urban Dress from Urban Peak — premium apparel built for everyday adventure.,womens,158.84,Urban Peak,Women
AA-10040,Alpine Shorts,data/generated_images/alpine-shorts.jpg,https://aura-alpine.com/products/alpine-shorts,The Alpine Shorts from Alpine Tech — premium apparel built for everyday adventure.,accessories,221.24,Alpine Tech,Unisex
AA-10041,Summit Shorts,data/generated_images/summit-shorts.jpg,https://aura-alpine.com/products/summit-shorts,The Summit Shorts from Summit Style — premium apparel built for everyday adventure.,mens,188.1,Summit Style,Men
AA-10042,Summit Beanie,data/generated_images/summit-beanie.jpg,https://aura-alpine.com/products/summit-beanie,The Summit Beanie from Summit Style — premium apparel built for everyday adventure.,mens,28.02,Summit Style,Men
AA-10043,Urban Ember Sweater,data/generated_images/urban-ember-sweater.jpg,https://aura-alpine.com/products/urban-ember-sweater,The Urban Ember Sweater from Urban Peak — premium apparel built for everyday adventure.,womens,127.48,Urban Peak,Women
AA-10044,Aura Pioneer Hoodie,data/generated_images/aura-pioneer-hoodie.jpg,https://aura-alpine.com/products/aura-pioneer-hoodie,The Aura Pioneer Hoodie from Aura & Alpine — premium apparel built for everyday adventure.,mens,76.23,Aura & Alpine,Men
AA-10045,Urban Shirt,data/generated_images/urban-shirt.jpg,https://aura-alpine.com/products/urban-shirt,The Urban Shirt from Urban Peak — premium apparel built for everyday adventure.,accessories,163.12,Urban Peak,Unisex
AA-10046,Summit Dress,data/generated_images/summit-dress.jpg,https://aura-alpine.com/products/summit-dress,The Summit Dress from Summit Style — premium apparel built for everyday adventure.,accessories,39.57,Summit Style,Unisex
AA-10047,Aura Cargo Pants,data/generated_images/aura-cargo-pants.jpg,https://aura-alpine.com/products/aura-cargo-pants,The Aura Cargo Pants from Aura & Alpine — premium apparel built for everyday adventure.,mens,147.02,Aura & Alpine,Men
AA-10048,Summit Leggings,data/generated_images/summit-leggings.jpg,https://aura-alpine.com/products/summit-leggings,The Summit Leggings from Summit Style — premium apparel built for everyday adventure.,accessories,113.56,Summit Style,Unisex
AA-10049,Summit Cinder Dress,data/generated_images/summit-cinder-dress.jpg,https://aura-alpine.com/products/summit-cinder-dress,The Summit Cinder Dress from Summit Style — premium apparel built for everyday adventure.,accessories,186.13,Summit Style,Unisex
AA-10050,Aura Horizon Beanie,data/generated_images/aura-horizon-beanie.jpg,https://aura-alpine.com/products/aura-horizon-beanie,The Aura Horizon Beanie from Aura & Alpine — premium apparel built for everyday adventure.,accessories,98.66,Aura & Alpine,Unisex
AA-10051,Urban Dress,data/generated_images/urban-dress.jpg,https://aura-alpine.com/products/urban-dress,The Urban Dress from Urban Peak — premium apparel built for everyday adventure.,womens,174.85,Urban Peak,Women
AA-10052,Alpine Leggings,data/generated_images/alpine-leggings.jpg,https://aura-alpine.com/products/alpine-leggings,The Alpine Leggings from Alpine Tech — premium apparel built for everyday adventure.,accessories,147.54,Alpine Tech,Unisex
AA-10053,Aura Dress,data/generated_images/aura-dress.jpg,https://aura-alpine.com/products/aura-dress,The Aura Dress from Aura & Alpine — premium apparel built for everyday adventure.,mens,114.18,Aura & Alpine,Men
AA-10054,Aura Blouse,data/generated_images/aura-blouse.jpg,https://aura-alpine.com/products/aura-blouse,The Aura Blouse from Aura & Alpine — premium apparel built for everyday adventure.,accessories,162.25,Aura & Alpine,Unisex
AA-10055,Alpine Cardigan,data/generated_images/alpine-cardigan.jpg,https://aura-alpine.com/products/alpine-cardigan,The Alpine Cardigan from Alpine Tech — premium apparel built for everyday adventure.,mens,181.41,Alpine Tech,Men
AA-10056,Summit Blouse,data/generated_images/summit-blouse.jpg,https://aura-alpine.com/products/summit-blouse,The Summit Blouse from Summit Style — premium apparel built for everyday adventure.,mens,112.46,Summit Style,Men
AA-10057,Alpine Ember Cardigan,data/generated_images/alpine-ember-cardigan.jpg,https://aura-alpine.com/products/alpine-ember-cardigan,The Alpine Ember Cardigan from Alpine Tech — premium apparel built for everyday adventure.,womens,158.2,Alpine Tech,Women
AA-10058,Summit Cap,data/generated_images/summit-cap.jpg,https://aura-alpine.com/products/summit-cap,The Summit Cap from Summit Style — premium apparel built for everyday adventure.,accessories,225.05,Summit Style,Unisex
AA-10059,Aura Cargo Pants,data/generated_images/aura-cargo-pants.jpg,https://aura-alpine.com/products/aura-cargo-pants,The Aura Cargo Pants from Aura & Alpine — premium apparel built for everyday adventure.,mens,18.56,Aura & Alpine,Men
AA-10060,Summit Blouse,data/generated_images/summit-blouse.jpg,https://aura-alpine.com/products/summit-blouse,The Summit Blouse from Summit Style — premium apparel built for everyday adventure.,womens,171.37,Summit Style,Women
AA-10061,Urban Skort,data/generated_images/urban-skort.jpg,https://aura-alpine.com/products/urban-skort,The Urban Skort from Urban Peak — premium apparel built for everyday adventure.,accessories,164.33,Urban Peak,Unisex
AA-10062,Alpine Blouse,data/generated_images/alpine-blouse.jpg,https://aura-alpine.com/products/alpine-blouse,The Alpine Blouse from Alpine Tech — premium apparel built for everyday adventure.,womens,141.51,Alpine Tech,Women
AA-10063,Alpine Cinder Cardigan,data/generated_images/alpine-cinder-cardigan.jpg,https://aura-alpine.com/products/alpine-cinder-cardigan,The Alpine Cinder Cardigan from Alpine Tech — premium apparel built for everyday adventure.,accessories,183.41,Alpine Tech,Unisex
AA-10064,Urban Cardigan,data/generated_images/urban-cardigan.jpg,https://aura-alpine.com/products/urban-cardigan,The Urban Cardigan from Urban Peak — premium apparel built for everyday adventure.,mens,245.89,Urban Peak,Men
AA-10065,Summit Chino,data/generated_images/summit-chino.jpg,https://aura-alpine.com/products/summit-chino,The Summit Chino from Summit Style — premium apparel built for everyday adventure.,mens,134.14,Summit Style,Men
AA-10066,Urban Tank,data/generated_images/urban-tank.jpg,https://aura-alpine.com/products/urban-tank,The Urban Tank from Urban Peak — premium apparel built for everyday adventure.,mens,117.32,Urban Peak,Men
AA-10067,Summit Cap,data/generated_images/summit-cap.jpg,https://aura-alpine.com/products/summit-cap,The Summit Cap from Summit Style — premium apparel built for everyday adventure.,accessories,133.0,Summit Style,Unisex
AA-10068,Alpine Ridge Shorts,data/generated_images/alpine-ridge-shorts.jpg,https://aura-alpine.com/products/alpine-ridge-shorts,The Alpine Ridge Shorts from Alpine Tech — premium apparel built for everyday adventure.,mens,190.59,Alpine Tech,Men
AA-10069,Urban Vest,data/generated_images/urban-vest.jpg,https://aura-alpine.com/products/urban-vest,The Urban Vest from Urban Peak — premium apparel built for everyday adventure.,womens,50.44,Urban Peak,Women
AA-10070,Summit Cargo Pants,data/generated_images/summit-cargo-pants.jpg,https://aura-alpine.com/products/summit-cargo-pants,The Summit Cargo Pants from Summit Style — premium apparel built for everyday adventure.,accessories,179.63,Summit Style,Unisex
AA-10071,Summit Dress,data/generated_images/summit-dress.jpg,https://aura-alpine.com/products/summit-dress,The Summit Dress from Summit Style — premium apparel built for everyday adventure.,womens,59.65,Summit Style,Women
AA-10072,Aura Skort,data/generated_images/aura-skort.jpg,https://aura-alpine.com/products/aura-skort,The Aura Skort from Aura & Alpine — premium apparel built for everyday adventure.,mens,232.1,Aura & Alpine,Men
AA-10073,Aura Polo,data/generated_images/aura-polo.jpg,https://aura-alpine.com/products/aura-polo,The Aura Polo from Aura & Alpine — premium apparel built for everyday adventure.,mens,124.87,Aura & Alpine,Men
AA-10074,Alpine Aurora Joggers,data/generated_images/alpine-aurora-joggers.jpg,https://aura-alpine.com/products/alpine-aurora-joggers,The Alpine Aurora Joggers from Alpine Tech — premium apparel built for everyday adventure.,mens,71.81,Alpine Tech,Men
AA-10075,Urban Leggings,data/generated_images/urban-leggings.jpg,https://aura-alpine.com/products/urban-leggings,The Urban Leggings from Urban Peak — premium apparel built for everyday adventure.,mens,167.46,Urban Peak,Men
AA-10076,Aura Cardigan,data/generated_images/aura-cardigan.jpg,https://aura-alpine.com/products/aura-cardigan,The Aura Cardigan from Aura & Alpine — premium apparel built for everyday adventure.,mens,77.63,Aura & Alpine,Men
AA-10077,Aura Cascade Dress,data/generated_images/aura-cascade-dress.jpg,https://aura-alpine.com/products/aura-cascade-dress,The Aura Cascade Dress from Aura & Alpine — premium apparel built for everyday adventure.,accessories,68.51,Aura & Alpine,Unisex
AA-10078,Aura Sweater,data/generated_images/aura-sweater.jpg,https://aura-alpine.com/products/aura-sweater,The Aura Sweater from Aura & Alpine — premium apparel built for everyday adventure.,womens,17.3,Aura & Alpine,Women
AA-10079,Aura Shorts,data/generated_images/aura-shorts.jpg,https://aura-alpine.com/products/aura-shorts,The Aura Shorts from Aura & Alpine — premium apparel built for everyday adventure.,womens,131.98,Aura & Alpine,Women
AA-10080,Summit Dress,data/generated_images/summit-dress.jpg,https://aura-alpine.com/products/summit-dress,The Summit Dress from Summit Style — premium apparel built for everyday adventure.,womens,63.24,Summit Style,Women
AA-10081,Alpine Chino,data/generated_images/alpine-chino.jpg,https://aura-alpine.com/products/alpine-chino,The Alpine Chino from Alpine Tech — premium apparel built for everyday adventure.,accessories,154.65,Alpine Tech,Unisex
AA-10082,Summit North Beanie,data/generated_images/summit-north-beanie.jpg,https://aura-alpine.com/products/summit-north-beanie,The Summit North Beanie from Summit Style — premium apparel built for everyday adventure.,womens,145.39,Summit Style,Women
AA-10083,Urban Jacket,data/generated_images/urban-jacket.jpg,https://aura-alpine.com/products/urban-jacket,The Urban Jacket from Urban Peak — premium apparel built for everyday adventure.,mens,70.65,Urban Peak,Men
AA-10084,Summit Cap,data/generated_images/summit-cap.jpg,https://aura-alpine.com/products/summit-cap,The Summit Cap from Summit Style — premium apparel built for everyday adventure.,womens,247.27,Summit Style,Women
AA-10085,Summit Joggers,data/generated_images/summit-joggers.jpg,https://aura-alpine.com/products/summit-joggers,The Summit Joggers from Summit Style — premium apparel built for everyday adventure.,womens,63.44,Summit Style,Women
AA-10086,Summit Summit Sweater,data/generated_images/summit-summit-sweater.jpg,https://aura-alpine.com/products/summit-summit-sweater,The Summit Summit Sweater from Summit Style — premium apparel built for everyday adventure.,womens,54.79,Summit Style,Women
AA-10087,Urban Vest,data/generated_images/urban-vest.jpg,https://aura-alpine.com/products/urban-vest,The Urban Vest from Urban Peak — premium apparel built for everyday adventure.,mens,80.78,Urban Peak,Men
AA-10088,Alpine North Cap,data/generated_images/alpine-north-cap.jpg,https://aura-alpine.com/products/alpine-north-cap,The Alpine North Cap from Alpine Tech — premium apparel built for everyday adventure.,womens,205.1,Alpine Tech,Women
AA-10089,Aura Polo,data/generated_images/aura-polo.jpg,https://aura-alpine.com/products/aura-polo,The Aura Polo from Aura & Alpine — premium apparel built for everyday adventure.,womens,204.24,Aura & Alpine,Women
AA-10090,Urban Polo,data/generated_images/urban-polo.jpg,https://aura-alpine.com/products/urban-polo,The Urban Polo from Urban Peak — premium apparel built for everyday adventure.,accessories,34.67,Urban Peak,Unisex
AA-10091,Urban Dress,data/generated_images/urban-dress.jpg,https://aura-alpine.com/products/urban-dress,The Urban Dress from Urban Peak — premium apparel built for everyday adventure.,womens,77.11,Urban Peak,Women
AA-10092,Aura Shirt,data/generated_images/aura-shirt.jpg,https://aura-alpine.com/products/aura-shirt,The Aura Shirt from Aura & Alpine — premium apparel built for everyday adventure.,mens,48.1,Aura & Alpine,Men
AA-10093,Alpine Pioneer Leggings,data/generated_images/alpine-pioneer-leggings.jpg,https://aura-alpine.com/products/alpine-pioneer-leggings,The Alpine Pioneer Leggings from Alpine Tech — premium apparel built for everyday adventure.,mens,27.75,Alpine Tech,Men
AA-10094,Aura Cap,data/generated_images/aura-cap.jpg,https://aura-alpine.com/products/aura-cap,The Aura Cap from Aura & Alpine — premium apparel built for everyday adventure.,womens,135.3,Aura & Alpine,Women
AA-10095,Summit Pioneer Pants,data/generated_images/summit-pioneer-pants.jpg,https://aura-alpine.com/products/summit-pioneer-pants,The Summit Pioneer Pants from Summit Style — premium apparel built for everyday adventure.,womens,150.32,Summit Style,Women
AA-10096,Alpine Joggers,data/generated_images/alpine-joggers.jpg,https://aura-alpine.com/products/alpine-joggers,The Alpine Joggers from Alpine Tech — premium apparel built for everyday adventure.,mens,93.88,Alpine Tech,Men
AA-10097,Aura Pioneer Cargo Pants,data/generated_images/aura-pioneer-cargo-pants.jpg,https://aura-alpine.com/products/aura-pioneer-cargo-pants,The Aura Pioneer Cargo Pants from Aura & Alpine — premium apparel built for everyday adventure.,accessories,182.36,Aura & Alpine,Unisex
AA-10098,Urban Shirt,data/generated_images/urban-shirt.jpg,https://aura-alpine.com/products/urban-shirt,The Urban Shirt from Urban Peak — premium apparel built for everyday adventure.,womens,66.6,Urban Peak,Women
AA-10099,Aura Beanie,data/generated_images/aura-beanie.jpg,https://aura-alpine.com/products/aura-beanie,The Aura Beanie from Aura & Alpine — premium apparel built for everyday adventure.,accessories,108.89,Aura & Alpine,Unisex
AA-10100,Aura Cargo Pants,data/generated_images/aura-cargo-pants.jpg,https://aura-alpine.com/products/aura-cargo-pants,The Aura Cargo Pants from Aura & Alpine — premium apparel built for everyday adventure.,accessories,198.22,Aura & Alpine,Unisex
AA-10101,Alpine Chino,data/generated_images/alpine-chino.jpg,https://aura-alpine.com/products/alpine-chino,The Alpine Chino from Alpine Tech — premium apparel built for everyday adventure.,womens,204.45,Alpine Tech,Women
AA-10102,Aura Chino,data/generated_images/aura-chino.jpg,https://aura-alpine.com/products/aura-chino,The Aura Chino from Aura & Alpine — premium apparel built for everyday adventure.,accessories,208.34,Aura & Alpine,Unisex
AA-10103,Urban Blouse,data/generated_images/urban-blouse.jpg,https://aura-alpine.com/products/urban-blouse,The Urban Blouse from Urban Peak — premium apparel built for everyday adventure.,mens,18.5,Urban Peak,Men
AA-10104,Aura Dress,data/generated_images/aura-dress.jpg,https://aura-alpine.com/products/aura-dress,The Aura Dress from Aura & Alpine — premium apparel built for everyday adventure.,womens,140.26,Aura & Alpine,Women
AA-10105,Alpine Atlas Joggers,data/generated_images/alpine-atlas-joggers.jpg,https://aura-alpine.com/products/alpine-atlas-joggers,The Alpine Atlas Joggers from Alpine Tech — premium apparel built for everyday adventure.,mens,146.74,Alpine Tech,Men
AA-10106,Summit Summit Beanie,data/generated_images/summit-summit-beanie.jpg,https://aura-alpine.com/products/summit-summit-beanie,The Summit Summit Beanie from Summit Style — premium apparel built for everyday adventure.,accessories,63.99,Summit Style,Unisex
AA-10107,Alpine Stone Joggers,data/generated_images/alpine-stone-joggers.jpg,https://aura-alpine.com/products/alpine-stone-joggers,The Alpine Stone Joggers from Alpine Tech — premium apparel built for everyday adventure.,mens,217.62,Alpine Tech,Men
AA-10108,Alpine Beanie,data/generated_images/alpine-beanie.jpg,https://aura-alpine.com/products/alpine-beanie,The Alpine Beanie from Alpine Tech — premium apparel built for everyday adventure.,accessories,220.92,Alpine Tech,Unisex
AA-10109,Urban Leggings,data/generated_images/urban-leggings.jpg,https://aura-alpine.com/products/urban-leggings,The Urban Leggings from Urban Peak — premium apparel built for everyday adventure.,accessories,215.19,Urban Peak,Unisex
AA-10110,Alpine Dress,data/generated_images/alpine-dress.jpg,https://aura-alpine.com/products/alpine-dress,The Alpine Dress from Alpine Tech — premium apparel built for everyday adventure.,womens,43.42,Alpine Tech,Women
AA-10111,Summit Pants,data/generated_images/summit-pants.jpg,https://aura-alpine.com/products/summit-pants,The Summit Pants from Summit Style — premium apparel built for everyday adventure.,mens,226.59,Summit Style,Men
AA-10112,Alpine Willow Tee,data/generated_images/alpine-willow-tee.jpg,https://aura-alpine.com/products/alpine-willow-tee,The Alpine Willow Tee from Alpine Tech — premium apparel built for everyday adventure.,accessories,209.54,Alpine Tech,Unisex
AA-10113,Aura Pants,data/generated_images/aura-pants.jpg,https://aura-alpine.com/products/aura-pants,The Aura Pants from Aura & Alpine — premium apparel built for everyday adventure.,womens,238.05,Aura & Alpine,Women
AA-10114,Alpine Coast Chino,data/generated_images/alpine-coast-chino.jpg,https://aura-alpine.com/products/alpine-coast-chino,The Alpine Coast Chino from Alpine Tech — premium apparel built for everyday adventure.,mens,163.79,Alpine Tech,Men
AA-10115,Aura Hoodie,data/generated_images/aura-hoodie.jpg,https://aura-alpine.com/products/aura-hoodie,The Aura Hoodie from Aura & Alpine — premium apparel built for everyday adventure.,mens,96.9,Aura & Alpine,Men
AA-10116,Aura Cargo Pants,data/generated_images/aura-cargo-pants.jpg,https://aura-alpine.com/products/aura-cargo-pants,The Aura Cargo Pants from Aura & Alpine — premium apparel built for everyday adventure.,womens,188.86,Aura & Alpine,Women
AA-10117,Urban Cap,data/generated_images/urban-cap.jpg,https://aura-alpine.com/products/urban-cap,The Urban Cap from Urban Peak — premium apparel built for everyday adventure.,womens,32.49,Urban Peak,Women
AA-10118,Urban Blouse,data/generated_images/urban-blouse.jpg,https://aura-alpine.com/products/urban-blouse,The Urban Blouse from Urban Peak — premium apparel built for everyday adventure.,womens,74.89,Urban Peak,Women
AA-10119,Alpine Skort,data/generated_images/alpine-skort.jpg,https://aura-alpine.com/products/alpine-skort,The Alpine Skort from Alpine Tech — premium apparel built for everyday adventure.,mens,43.14,Alpine Tech,Men
AA-10120,Urban Skort,data/generated_images/urban-skort.jpg,https://aura-alpine.com/products/urban-skort,The Urban Skort from Urban Peak — premium apparel built for everyday adventure.,womens,166.53,Urban Peak,Women
AA-10121,Aura Chino,data/generated_images/aura-chino.jpg,https://aura-alpine.com/products/aura-chino,The Aura Chino from Aura & Alpine — premium apparel built for everyday adventure.,accessories,126.34,Aura & Alpine,Unisex
AA-10122,Aura Jacket,data/generated_images/aura-jacket.jpg,https://aura-alpine.com/products/aura-jacket,The Aura Jacket from Aura & Alpine — premium apparel built for everyday adventure.,mens,68.06,Aura & Alpine,Men
AA-10123,Summit Cardigan,data/generated_images/summit-cardigan.jpg,https://aura-alpine.com/products/summit-cardigan,The Summit Cardigan from Summit Style — premium apparel built for everyday adventure.,mens,36.62,Summit Style,Men
AA-10124,Summit Coast Cap,data/generated_images/summit-coast-cap.jpg,https://aura-alpine.com/products/summit-coast-cap,The Summit Coast Cap from Summit Style — premium apparel built for everyday adventure.,mens,172.62,Summit Style,Men
AA-10125,Summit Cardigan,data/generated_images/summit-cardigan.jpg,https://aura-alpine.com/products/summit-cardigan,The Summit Cardigan from Summit Style — premium apparel built for everyday adventure.,accessories,203.97,Summit Style,Unisex
AA-10126,Alpine Tee,data/generated_images/alpine-tee.jpg,https://aura-alpine.com/products/alpine-tee,The Alpine Tee from Alpine Tech — premium apparel built for everyday adventure.,accessories,74.23,Alpine Tech,Unisex
AA-10127,Urban Sweater,data/generated_images/urban-sweater.jpg,https://aura-alpine.com/products/urban-sweater,The Urban Sweater from Urban Peak — premium apparel built for everyday adventure.,womens,103.5,Urban Peak,Women
AA-10128,Summit Hoodie,data/generated_images/summit-hoodie.jpg,https://aura-alpine.com/products/summit-hoodie,The Summit Hoodie from Summit Style — premium apparel built for everyday adventure.,mens,15.91,Summit Style,Men
AA-10129,Aura Skort,data/generated_images/aura-skort.jpg,https://aura-alpine.com/products/aura-skort,The Aura Skort from Aura & Alpine — premium apparel built for everyday adventure.,mens,178.59,Aura & Alpine,Men
AA-10130,Alpine Cargo Pants,data/generated_images/alpine-cargo-pants.jpg,https://aura-alpine.com/products/alpine-cargo-pants,The Alpine Cargo Pants from Alpine Tech — premium apparel built for everyday adventure.,womens,139.14,Alpine Tech,Women
AA-10131,Urban Skort,data/generated_images/urban-skort.jpg,https://aura-alpine.com/products/urban-skort,The Urban Skort from Urban Peak — premium apparel built for everyday adventure.,mens,138.48,Urban Peak,Men
AA-10132,Alpine Beanie,data/generated_images/alpine-beanie.jpg,https://aura-alpine.com/products/alpine-beanie,The Alpine Beanie from Alpine Tech — premium apparel built for everyday adventure.,accessories,46.68,Alpine Tech,Unisex
